Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
365,Emeka Okafor\okafoem01,C,35,NOP,8,119,17.5,.489,.000,.344,17.1,22.5,19.9,3.4,0.4,8.8,5.1,14.1,"",0.2,0.2,0.4,.150,"",-3.0,2.1,-0.9,0.0
366,Jahlil Okafor\okafoja01,C,22,TOT,24,311,14.0,.562,.025,.246,6.2,19.2,12.6,6.6,0.5,3.7,12.7,20.8,"",0.2,0.3,0.5,.074,"",-4.2,-0.2,-4.5,-0.2
367,Victor Oladipo\oladivi01,SG,25,IND,55,1887,23.7,.584,.335,.284,2.0,15.4,8.8,20.5,3.2,2.0,12.1,30.5,"",3.7,2.7,6.4,.162,"",3.9,0.7,4.6,3.1
368,Kelly Olynyk\olynyke01,PF,26,MIA,55,1288,16.0,.602,.426,.276,5.4,21.2,13.3,16.0,1.6,1.6,18.0,21.4,"",1.4,1.9,3.2,.120,"",0.4,1.1,1.5,1.2
369,Cedi Osman\osmande01,SF,22,CLE,49,485,10.6,.588,.410,.246,2.8,18.2,10.6,6.4,1.6,0.5,12.3,14.1,"",0.4,0.3,0.7,.069,"",-2.0,-1.3,-3.3,-0.2
370,Kelly Oubre\oubreke01,SF,22,WAS,62,1725,12.4,.554,.459,.284,3.1,15.5,9.3,5.9,1.5,1.3,9.1,18.8,"",1.6,1.8,3.4,.094,"",-0.4,-0.6,-1.0,0.4
371,Zaza Pachulia\pachuza01,C,33,GSW,52,754,17.5,.647,.000,.382,9.9,24.8,18.0,15.3,2.0,1.1,19.7,16.8,"",1.6,1.2,2.8,.179,"",0.2,1.3,1.5,0.7
372,Marcus Paige\paigema01,PG,24,CHO,1,3,-19.4,.000,.000,.000,0.0,74.7,36.3,0.0,0.0,0.0,0.0,28.9,"",0.0,0.0,0.0,-0.615,"",-34.4,-11.0,-45.5,0.0
373,Georgios Papagiannis\papagge01,C,20,SAC,16,118,10.7,.415,.000,.000,11.2,24.3,17.5,11.5,0.9,4.8,16.3,18.6,"",-0.2,0.1,-0.1,-0.025,"",-6.2,1.1,-5.1,-0.1
374,Jabari Parker\parkeja01,PF,22,MIL,10,195,17.3,.583,.203,.392,5.5,18.7,12.1,5.9,1.5,1.3,12.3,24.7,"",0.2,0.2,0.4,.096,"",-2.1,-2.9,-5.0,-0.1
375,Tony Parker\parketo01,PG,35,SAS,35,717,14.1,.506,.086,.190,0.8,10.3,5.6,29.4,1.5,0.1,13.4,21.0,"",0.4,0.8,1.2,.080,"",-1.8,-1.3,-3.1,-0.2
376,Chandler Parsons\parsoch01,SF,29,MEM,27,557,14.4,.601,.525,.137,2.5,13.2,7.8,16.7,1.3,1.5,13.0,18.1,"",0.7,0.4,1.1,.097,"",0.9,-1.1,-0.2,0.3
377,Patrick Patterson\pattepa01,PF,28,OKC,63,969,8.7,.532,.650,.168,2.2,13.9,7.8,5.8,1.9,1.4,11.7,10.7,"",0.5,1.1,1.6,.081,"",-2.4,0.2,-2.2,0.0
378,Brandon Paul\paulbr01,SG,26,SAS,53,488,9.1,.526,.450,.303,1.1,12.9,7.0,10.1,2.6,0.9,15.7,13.5,"",0.0,0.8,0.7,.073,"",-2.8,1.2,-1.6,0.0
379,Chris Paul\paulch01,PG,32,HOU,43,1373,25.2,.608,.478,.285,2.4,17.9,10.2,41.9,2.8,0.8,13.2,24.5,"",5.7,2.0,7.8,.272,"",6.4,1.3,7.7,3.4
380,Adreian Payne\paynead01,PF,26,ORL,5,43,18.8,.831,.300,.600,5.1,18.2,11.6,0.0,2.3,0.0,13.7,14.9,"",0.1,0.0,0.2,.196,"",0.4,-4.4,-4.0,0.0
381,Cameron Payne\payneca01,PG,23,CHI,4,75,13.7,.406,.406,.000,2.8,10.3,6.4,37.5,2.0,4.6,11.1,21.0,"",0.0,0.1,0.0,.027,"",-2.0,0.1,-1.9,0.0
382,Elfrid Payton\paytoel01,PG,23,TOT,51,1499,17.9,.565,.145,.260,4.1,12.6,8.3,34.7,2.3,0.9,18.8,21.9,"",1.9,1.0,3.0,.095,"",1.1,-0.2,0.9,1.1
383,Gary Payton\paytoga02,PG,25,TOT,16,144,8.2,.423,.326,.065,6.2,12.1,9.2,13.1,1.0,1.7,6.0,15.6,"",0.0,0.1,0.1,.031,"",-3.1,-1.4,-4.5,-0.1
384,London Perrantes\perralo01,PG,23,CLE,2,4,-6.0,.000,.000,.000,0.0,0.0,0.0,30.1,0.0,0.0,0.0,11.1,"",0.0,0.0,0.0,-0.172,"",-13.2,-9.7,-22.8,0.0
385,Alec Peters\peteral01,PF,22,PHO,9,81,5.8,.316,.875,.125,5.2,19.0,11.9,11.8,0.0,2.0,3.8,13.8,"",-0.1,0.0,-0.1,-0.040,"",-3.7,-1.7,-5.5,-0.1
386,Marshall Plumlee\plumlma02,C,25,MIL,7,45,13.2,.697,.000,5.333,10.5,31.4,21.0,5.7,0.0,1.9,23.0,13.2,"",0.1,0.0,0.2,.169,"",-3.4,-1.6,-5.0,0.0
387,Mason Plumlee\plumlma01,C,27,DEN,53,1107,16.3,.564,.003,.485,10.1,21.9,16.0,13.9,1.8,4.5,19.0,17.1,"",0.9,1.4,2.4,.102,"",-1.6,2.9,1.3,0.9
388,Miles Plumlee\plumlmi01,C,29,ATL,41,682,11.1,.594,.000,.315,8.6,16.9,12.7,8.0,1.1,3.3,24.1,12.5,"",0.2,0.6,0.7,.052,"",-3.4,1.7,-1.7,0.1
389,Jakob Poeltl\poeltja01,C,22,TOR,60,1102,17.6,.655,.007,.290,12.5,16.0,14.3,5.1,1.1,5.6,15.6,15.0,"",2.4,1.8,4.2,.181,"",0.4,2.8,3.2,1.5
390,Quincy Pondexter\pondequ01,SF,29,CHI,23,196,4.1,.398,.449,.347,4.2,10.7,7.4,6.3,2.0,0.9,16.3,15.1,"",-0.3,0.2,-0.2,-0.044,"",-6.1,-0.5,-6.5,-0.2
391,Otto Porter\porteot01,SF,24,WAS,58,1851,18.4,.594,.353,.146,4.9,17.8,11.4,10.1,2.5,1.4,6.7,18.5,"",3.9,2.5,6.4,.166,"",2.5,1.3,3.8,2.7
392,Bobby Portis\portibo01,PF,22,CHI,52,1107,21.1,.554,.274,.223,10.8,22.3,16.4,13.6,1.3,1.2,9.5,26.6,"",1.8,1.0,2.9,.124,"",1.7,-0.9,0.8,0.8
393,Kristaps Porzingis\porzikr01,PF,22,NYK,48,1553,20.5,.539,.258,.309,4.5,18.2,11.4,6.3,1.2,6.5,8.4,31.1,"",1.5,2.0,3.6,.110,"",-0.3,0.1,-0.2,0.7
394,Dwight Powell\poweldw01,C,26,DAL,61,1247,18.5,.643,.163,.399,8.9,21.0,14.8,7.8,2.1,1.8,10.1,15.6,"",3.2,1.6,4.8,.183,"",0.7,1.6,2.3,1.4
395,Norman Powell\powelno01,SG,24,TOR,51,811,9.0,.494,.465,.125,1.1,10.7,6.0,12.4,1.9,1.3,14.4,19.1,"",-0.4,1.0,0.6,.035,"",-2.4,-0.1,-2.5,-0.1
396,Alex Poythress\poythal01,PF,24,IND,22,92,8.4,.523,.364,.000,7.5,8.5,8.0,2.9,1.6,1.0,8.3,11.6,"",0.1,0.1,0.1,.069,"",-1.9,-1.5,-3.4,0.0
397,Jacob Pullen\pulleja01,PG,28,PHI,3,6,-2.2,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,21.4,"",0.0,0.0,0.0,-0.215,"",-10.5,-5.0,-15.5,0.0
398,Zhou Qi\qizh01,C,22,HOU,14,75,0.0,.299,.625,.417,3.0,16.6,9.8,1.8,1.3,6.9,15.0,19.6,"",-0.3,0.1,-0.2,-0.126,"",-10.7,0.7,-10.0,-0.2
399,Ivan Rabb\rabbiv01,PF,20,MEM,20,229,16.4,.647,.000,.227,11.6,22.5,17.0,9.9,0.9,1.6,21.6,18.3,"",0.3,0.2,0.5,.104,"",-1.9,-0.5,-2.4,0.0
400,Julius Randle\randlju01,C,23,LAL,60,1493,19.5,.601,.064,.418,9.0,23.2,16.1,16.0,1.0,2.1,17.0,25.0,"",2.3,1.8,4.2,.134,"",0.1,0.8,0.9,1.1
401,Zach Randolph\randoza01,PF,36,SAC,52,1343,18.2,.543,.188,.145,7.6,24.1,15.5,14.4,1.5,0.6,13.2,27.4,"",0.7,0.8,1.5,.054,"",-0.1,-1.4,-1.5,0.2
402,J.J. Redick\redicjj01,SG,33,PHI,48,1516,14.7,.592,.528,.240,0.6,8.4,4.6,16.0,0.9,0.2,9.8,21.0,"",3.0,1.2,4.2,.132,"",2.0,-2.5,-0.5,0.6
403,Davon Reed\reedda01,SG,22,PHO,7,56,0.5,.283,.467,.133,0.0,11.8,5.7,9.6,1.7,1.4,11.2,13.5,"",-0.2,0.0,-0.1,-0.107,"",-7.6,-0.8,-8.4,-0.1
404,Willie Reed\reedwi02,C,27,TOT,42,428,19.2,.671,.017,.455,9.1,21.7,15.5,3.6,1.0,4.4,11.6,16.6,"",1.0,0.5,1.6,.177,"",-0.9,0.1,-0.8,0.1
405,Josh Richardson\richajo01,SF,24,MIA,61,2079,13.1,.555,.397,.161,2.6,8.6,5.6,13.1,2.2,2.3,13.6,18.2,"",1.2,2.7,3.9,.090,"",-0.2,1.4,1.2,1.7
406,Malachi Richardson\richama01,SG,22,TOT,26,324,5.9,.446,.444,.244,1.7,10.7,6.0,5.6,1.6,0.3,9.1,15.2,"",-0.2,0.1,-0.2,-0.023,"",-4.1,-2.4,-6.5,-0.4
407,Austin Rivers\riverau01,SG,25,LAC,40,1321,12.5,.529,.458,.199,1.3,6.2,3.8,17.2,1.6,0.6,11.2,21.4,"",0.8,0.8,1.5,.056,"",0.6,-1.9,-1.3,0.2
408,Andre Roberson\roberan03,SG,26,OKC,39,1037,11.0,.543,.222,.235,7.8,12.3,10.0,6.0,2.2,3.1,14.4,8.7,"",0.8,1.3,2.2,.102,"",-1.4,2.8,1.4,0.9
409,Glenn Robinson\robingl02,SF,24,IND,3,52,10.8,.429,.267,.200,4.4,8.6,6.5,13.0,1.9,1.7,5.8,14.8,"",0.0,0.0,0.1,.048,"",-2.7,-0.7,-3.4,0.0
410,Rajon Rondo\rondora01,PG,31,NOP,47,1186,14.4,.512,.326,.070,2.5,13.8,8.3,41.2,1.7,0.7,22.8,16.7,"",1.2,1.0,2.1,.086,"",-0.8,-1.2,-2.0,0.0
411,Derrick Rose\rosede01,PG,29,CLE,16,308,11.6,.523,.182,.311,3.7,6.8,5.3,13.2,0.5,1.1,15.7,25.6,"",-0.1,0.0,-0.1,-0.015,"",-3.9,-3.7,-7.6,-0.4
412,Terrence Ross\rosste01,SG,26,ORL,22,576,10.3,.515,.480,.198,1.9,11.6,6.7,8.7,2.3,1.2,11.5,16.5,"",0.0,0.4,0.4,.031,"",-1.6,-0.1,-1.7,0.0
413,Terry Rozier\roziete01,PG,23,BOS,63,1518,15.0,.522,.496,.190,3.7,16.3,10.1,16.0,2.0,0.6,8.0,19.9,"",1.7,2.6,4.3,.135,"",0.6,1.0,1.7,1.4
414,Ricky Rubio\rubiori01,PG,27,UTA,57,1659,13.7,.520,.329,.294,2.0,14.7,8.3,27.8,2.6,0.4,19.5,22.4,"",0.1,2.3,2.4,.069,"",-0.9,1.1,0.1,0.9
415,D'Angelo Russell\russeda01,PG,21,BRK,28,692,15.1,.505,.347,.229,2.7,13.4,8.0,35.8,1.4,0.7,16.9,32.9,"",-0.5,0.5,0.0,-0.001,"",0.3,-1.2,-0.9,0.2
416,Domantas Sabonis\sabondo01,C,21,IND,59,1498,18.0,.579,.056,.371,11.1,25.2,18.3,12.8,0.9,1.6,16.1,22.0,"",2.4,1.7,4.1,.131,"",-0.4,0.2,-0.2,0.7
417,JaKarr Sampson\sampsja02,SF,24,SAC,13,186,15.4,.687,.128,.103,7.7,22.5,14.8,5.6,1.1,4.6,10.9,11.0,"",0.4,0.2,0.6,.142,"",-1.0,1.1,0.2,0.1
418,Dario Saric\saricda01,PF,23,PHI,58,1785,15.6,.572,.438,.225,7.6,16.7,12.3,13.3,1.1,0.8,13.1,20.5,"",2.8,2.0,4.8,.129,"",1.5,-0.2,1.2,1.5
419,Tomas Satoransky\satorto01,SG,26,WAS,53,1037,16.2,.629,.290,.265,4.7,9.9,7.3,24.6,1.7,0.8,14.4,13.5,"",2.7,0.9,3.5,.164,"",1.8,-0.5,1.3,0.9
420,Dennis Schroder\schrode01,PG,24,ATL,58,1807,17.5,.512,.223,.230,2.4,8.9,5.6,35.4,1.8,0.3,12.3,30.2,"",1.5,0.9,2.5,.066,"",1.4,-2.2,-0.8,0.6
421,Mike Scott\scottmi01,PF,29,WAS,57,1034,13.8,.613,.326,.135,3.6,15.9,9.8,7.5,0.9,0.8,13.2,20.0,"",1.0,0.9,1.9,.088,"",-0.5,-1.7,-2.3,-0.1
422,Thabo Sefolosha\sefolth01,SF,33,UTA,38,806,16.0,.591,.350,.225,4.1,18.8,11.4,6.4,3.2,1.3,10.2,16.5,"",1.0,1.4,2.4,.145,"",-0.2,1.9,1.7,0.8
423,Wayne Selden\seldewa01,SG,23,MEM,20,389,9.1,.525,.447,.262,2.7,7.8,5.2,15.3,1.4,0.2,18.2,22.4,"",-0.3,0.2,-0.1,-0.009,"",-2.4,-2.9,-5.3,-0.3
424,Ramon Sessions\sessira01,PG,31,NYK,13,167,6.2,.403,.208,.283,0.7,11.3,6.0,22.1,2.1,0.5,20.1,19.5,"",-0.3,0.1,-0.2,-0.058,"",-5.8,-1.1,-6.8,-0.2
425,Iman Shumpert\shumpim01,SG,27,CLE,14,276,6.4,.480,.448,.259,2.9,13.6,8.3,8.2,1.6,1.6,20.8,13.1,"",-0.2,0.2,-0.1,-0.011,"",-4.1,0.2,-3.9,-0.1
426,Pascal Siakam\siakapa01,PF,23,TOR,59,1192,14.9,.545,.301,.171,6.0,18.6,12.5,13.3,2.1,2.2,11.3,15.8,"",1.5,2.0,3.4,.139,"",0.2,2.5,2.8,1.4
427,Ben Simmons\simmobe01,PG,21,PHI,58,2018,18.9,.547,.013,.349,5.9,17.8,12.0,34.3,2.5,2.2,19.3,23.1,"",2.2,3.4,5.5,.132,"",0.4,3.1,3.6,2.8
428,Jonathon Simmons\simmojo02,SG,28,ORL,60,1742,12.9,.551,.255,.294,3.3,10.1,6.7,12.9,1.4,0.7,14.0,21.9,"",0.8,0.7,1.4,.040,"",-1.0,-1.5,-2.5,-0.2
429,Kobi Simmons\simmoko01,PG,20,MEM,13,199,7.0,.464,.245,.132,1.7,9.4,5.5,11.7,2.0,1.4,16.4,15.3,"",-0.2,0.2,0.0,-0.007,"",-4.9,-0.4,-5.4,-0.2
430,Kyle Singler\singlky01,SF,29,OKC,12,59,6.0,.430,.238,.619,1.8,17.7,9.5,4.8,0.8,0.0,10.1,21.7,"",-0.1,0.0,0.0,-0.028,"",-7.7,-4.1,-11.8,-0.1
431,Marcus Smart\smartma01,SG,23,BOS,50,1490,10.5,.477,.475,.246,2.8,9.7,6.3,23.4,2.2,1.2,18.5,19.4,"",-0.7,2.4,1.6,.053,"",-1.9,1.3,-0.6,0.5
432,Dennis Smith\smithde03,PG,20,DAL,54,1589,12.0,.468,.345,.200,2.5,12.7,7.4,27.5,1.7,0.7,15.4,28.7,"",-2.3,1.3,-1.0,-0.030,"",-2.1,-0.7,-2.8,-0.3
433,Ish Smith\smithis01,PG,29,DET,61,1504,15.3,.511,.079,.169,1.7,11.1,6.3,29.2,1.5,0.8,10.8,21.4,"",1.6,1.4,3.0,.094,"",-0.9,-0.7,-1.6,0.2
434,J.R. Smith\smithjr01,SG,32,CLE,59,1727,8.3,.527,.693,.085,1.6,9.7,5.7,8.8,1.5,0.4,10.9,13.4,"",0.4,0.7,1.1,.031,"",-0.5,-1.0,-1.4,0.2
435,Jason Smith\smithja02,C,31,WAS,23,216,6.7,.407,.256,.198,8.4,11.9,10.2,8.0,0.7,4.1,11.4,21.5,"",-0.3,0.2,-0.1,-0.026,"",-5.6,-0.7,-6.2,-0.2
436,Josh Smith\smithjo03,PF,32,NOP,3,12,3.5,.250,.000,.000,28.2,8.9,18.3,0.0,0.0,0.0,0.0,14.4,"",0.0,0.0,0.0,-0.017,"",-6.1,-7.7,-13.7,0.0
437,Tony Snell\snellto01,SG,26,MIL,55,1588,8.4,.581,.610,.129,0.7,7.9,4.3,5.7,1.1,1.1,8.0,10.8,"",1.2,0.8,1.9,.058,"",-0.6,-1.0,-1.6,0.2
438,Marreese Speights\speigma01,C,30,ORL,47,624,13.7,.539,.672,.155,3.5,18.8,11.1,9.3,0.5,2.5,9.4,26.8,"",0.2,0.4,0.6,.043,"",0.3,-3.4,-3.0,-0.2
439,Nik Stauskas\stausni01,SG,24,TOT,33,419,8.7,.548,.675,.171,0.7,12.0,6.3,10.3,0.8,0.5,14.3,15.1,"",0.1,0.2,0.3,.034,"",-2.3,-1.5,-3.8,-0.2
440,Lance Stephenson\stephla01,SG,27,IND,61,1426,12.8,.508,.326,.184,3.6,22.6,13.3,19.0,1.3,0.7,15.6,20.9,"",0.1,1.5,1.6,.053,"",-1.7,0.0,-1.7,0.1
441,Julyan Stone\stoneju01,SG,29,CHO,12,48,9.9,.750,1.000,.000,0.0,28.0,13.6,30.2,2.0,1.8,50.0,7.2,"",0.0,0.1,0.1,.105,"",-3.2,1.8,-1.4,0.0
442,Caleb Swanigan\swanica01,PF,20,POR,18,142,6.7,.404,.133,.289,10.2,18.2,14.3,9.1,1.8,1.7,19.1,19.5,"",-0.3,0.2,-0.1,-0.023,"",-6.2,0.8,-5.3,-0.1
443,Jayson Tatum\tatumja01,SF,19,BOS,63,1921,14.7,.587,.296,.319,2.4,15.2,8.9,7.2,1.5,2.2,10.3,18.5,"",2.4,3.2,5.6,.139,"",-0.8,1.6,0.8,1.4
444,Isaiah Taylor\taylois01,PG,23,ATL,47,691,12.0,.517,.220,.395,2.1,8.1,5.1,24.7,1.6,1.3,15.2,18.0,"",0.5,0.4,0.8,.057,"",-2.3,-1.8,-4.1,-0.4
445,Jeff Teague\teaguje01,PG,29,MIN,53,1758,15.6,.546,.283,.285,1.3,9.3,5.2,30.1,2.3,0.9,17.6,20.1,"",2.2,1.1,3.3,.090,"",1.0,-1.2,-0.2,0.8
446,Mirza Teletovic\teletmi01,PF,32,MIL,10,159,13.7,.623,.789,.000,2.2,14.8,8.5,9.7,1.3,0.5,10.9,18.4,"",0.2,0.1,0.3,.095,"",1.7,-3.0,-1.4,0.0
447,Garrett Temple\templga01,SG,31,SAC,55,1373,10.0,.521,.464,.162,1.6,9.8,5.5,12.0,1.8,1.7,13.6,16.8,"",0.0,0.6,0.5,.019,"",-1.5,-0.9,-2.3,-0.1
448,Milos Teodosic\teodomi01,PG,30,LAC,31,773,11.3,.537,.656,.097,2.2,11.6,6.9,28.8,1.0,0.3,20.8,19.1,"",0.4,0.4,0.8,.050,"",0.4,-2.0,-1.6,0.1
449,Jason Terry\terryja01,SG,40,MIL,30,370,7.8,.528,.716,.081,0.3,8.3,4.3,10.0,2.2,1.2,13.5,10.9,"",0.1,0.3,0.3,.044,"",-2.1,-0.9,-3.0,-0.1
450,Daniel Theis\theisda01,C,25,BOS,60,889,16.3,.617,.248,.345,10.9,21.2,16.2,8.7,1.6,4.3,17.2,15.8,"",1.5,1.9,3.4,.181,"",-0.8,3.4,2.6,1.0
451,Isaiah Thomas\thomais02,PG,28,TOT,21,542,12.7,.510,.467,.349,1.7,6.4,4.1,26.2,1.1,0.5,16.7,28.5,"",-0.1,0.2,0.1,.007,"",-1.2,-4.3,-5.5,-0.5
452,Lance Thomas\thomala01,PF,29,NYK,59,1074,6.7,.530,.443,.222,3.7,10.9,7.3,4.1,1.0,1.1,12.2,10.3,"",0.4,0.6,1.0,.044,"",-1.9,-0.2,-2.1,0.0
453,Klay Thompson\thompkl01,SG,27,GSW,61,2082,16.3,.608,.450,.084,1.5,10.4,6.4,10.9,1.0,1.2,9.4,23.1,"",3.1,1.6,4.6,.107,"",2.1,-2.2,-0.2,1.0
454,Tristan Thompson\thomptr01,C,26,CLE,40,849,13.5,.598,.000,.341,11.7,21.9,16.9,4.3,0.8,1.6,12.3,12.3,"",1.5,0.6,2.0,.115,"",-1.4,-0.5,-1.9,0.0
455,Sindarius Thornwell\thornsi01,SG,23,LAC,51,652,7.9,.540,.305,.391,2.2,9.8,6.1,7.3,2.0,2.2,17.6,12.1,"",0.0,0.6,0.6,.045,"",-3.0,1.1,-1.9,0.0
456,Anthony Tolliver\tollian01,PF,32,DET,58,1227,12.2,.633,.787,.265,2.9,12.5,7.6,8.1,0.8,1.0,11.5,14.7,"",2.0,1.0,3.0,.118,"",1.4,-0.9,0.5,0.8
457,Karl-Anthony Towns\townska01,C,22,MIN,64,2252,24.6,.647,.255,.336,9.6,31.0,20.2,10.7,1.1,3.7,11.3,22.3,"",7.9,2.7,10.6,.225,"",4.1,1.2,5.3,4.2
458,P.J. Tucker\tuckepj01,SF,32,HOU,61,1685,7.7,.523,.672,.157,4.5,18.6,11.6,4.2,1.8,0.8,13.5,9.8,"",0.6,2.1,2.7,.076,"",-1.8,1.5,-0.3,0.7
459,Evan Turner\turneev01,SF,29,POR,58,1488,9.5,.513,.200,.196,1.7,12.5,7.2,12.2,1.2,1.1,14.8,15.6,"",0.1,1.5,1.5,.050,"",-2.8,0.7,-2.1,0.0
460,Myles Turner\turnemy01,C,21,IND,45,1262,18.0,.581,.246,.341,5.7,21.1,13.6,7.6,0.9,6.3,11.6,20.7,"",1.8,1.7,3.6,.136,"",-0.7,1.8,1.1,1.0
461,Ekpe Udoh\udohek01,C,30,UTA,50,733,16.2,.596,.000,.500,9.5,11.3,10.4,9.5,2.7,7.4,10.8,9.1,"",1.5,1.5,3.0,.193,"",-0.4,6.4,6.0,1.5
462,Tyler Ulis\ulisty01,PG,22,PHO,56,1258,8.8,.447,.258,.184,1.2,6.3,3.7,25.7,2.1,0.3,17.6,17.3,"",-0.8,0.4,-0.4,-0.017,"",-3.4,-2.3,-5.7,-1.2
463,Jonas Valanciunas\valanjo01,C,25,TOR,56,1237,21.0,.628,.099,.297,11.5,30.2,21.0,7.1,0.9,2.8,13.4,21.4,"",3.1,2.2,5.2,.204,"",0.3,0.8,1.1,1.0
464,Denzel Valentine\valende01,SG,24,CHI,61,1691,11.7,.521,.512,.071,2.6,18.8,10.4,17.0,1.3,0.4,10.9,16.8,"",0.9,1.3,2.1,.060,"",-0.6,0.0,-0.6,0.6
465,Fred VanVleet\vanvlfr01,PG,23,TOR,57,1085,15.9,.556,.448,.174,1.7,12.5,7.2,22.7,2.4,0.8,11.5,18.9,"",1.9,1.5,3.4,.151,"",1.6,0.3,1.9,1.1
466,Rashad Vaughn\vaughra01,SG,21,TOT,27,202,10.3,.555,.655,.109,1.7,9.3,5.5,9.3,1.2,1.3,8.0,14.1,"",0.2,0.1,0.3,.066,"",-1.2,-2.7,-3.9,-0.1
467,Noah Vonleh\vonleno01,PF,22,TOT,38,542,12.7,.561,.115,.327,7.6,31.4,19.6,4.5,0.6,2.0,12.8,12.0,"",0.5,0.8,1.3,.116,"",-3.9,0.6,-3.3,-0.2
468,Nikola Vucevic\vucevni01,C,27,ORL,38,1134,21.1,.561,.279,.110,6.5,27.2,16.8,18.6,1.7,3.0,11.1,25.3,"",1.5,1.3,2.8,.121,"",1.7,1.7,3.4,1.6
469,Dwyane Wade\wadedw01,SG,36,TOT,52,1205,15.5,.512,.158,.287,4.3,14.8,9.6,23.3,2.0,2.6,15.9,25.0,"",0.1,1.1,1.2,.047,"",-2.0,0.5,-1.5,0.2
470,Dion Waiters\waitedi01,SG,26,MIA,30,918,10.7,.487,.415,.168,1.0,8.5,4.8,20.3,1.3,0.8,13.7,25.1,"",-0.7,0.8,0.1,.005,"",-2.0,-1.8,-3.8,-0.4
471,Kemba Walker\walkeke02,PG,27,CHO,60,2083,21.4,.571,.426,.307,1.3,9.1,5.1,28.6,1.7,0.8,9.9,28.0,"",5.3,1.8,7.1,.164,"",5.5,-1.5,4.0,3.2
472,John Wall\walljo01,PG,27,WAS,37,1269,19.1,.511,.245,.366,1.8,9.9,5.9,42.7,1.9,2.9,15.9,28.9,"",1.2,1.3,2.5,.095,"",1.4,0.0,1.4,1.1
473,Tyrone Wallace\wallaty01,PG,23,LAC,21,581,12.1,.543,.156,.383,2.7,10.6,6.7,13.2,1.5,1.3,11.4,16.4,"",0.6,0.4,1.0,.086,"",-1.2,0.1,-1.1,0.1
474,Taurean Waller-Prince\princta02,SF,23,ATL,62,1856,11.1,.530,.449,.184,2.5,15.5,8.9,11.9,1.6,1.4,15.7,20.5,"",-0.6,1.4,0.9,.022,"",-1.8,-0.1,-1.9,0.1
475,Derrick Walton\waltode01,PG,22,MIA,14,137,10.3,.524,.708,.167,0.8,9.1,5.0,15.1,1.8,1.9,7.2,9.1,"",0.2,0.2,0.3,.113,"",-1.8,0.3,-1.5,0.0
476,T.J. Warren\warretj01,SF,24,PHO,59,1926,18.1,.541,.085,.253,5.9,11.0,8.4,7.6,1.5,1.6,6.6,25.0,"",2.7,0.8,3.5,.087,"",0.0,-1.7,-1.7,0.2
477,James Webb\webbja01,SF,24,BRK,9,108,2.5,.333,.810,.000,6.8,14.8,10.8,5.0,0.4,0.0,12.5,9.6,"",-0.1,0.1,-0.1,-0.025,"",-4.9,-1.1,-5.9,-0.1
478,Briante Weber\weberbr01,PG,25,HOU,13,118,11.0,.547,.409,.182,2.9,14.4,8.7,15.0,4.1,2.2,22.8,11.4,"",0.1,0.2,0.3,.117,"",-2.4,3.5,1.2,0.1
479,David West\westda01,C,37,GSW,58,791,22.9,.637,.024,.211,8.2,18.9,14.0,20.6,2.2,6.4,16.2,21.2,"",1.9,1.5,3.4,.204,"",1.1,3.6,4.7,1.3
480,Russell Westbrook\westbru01,PG,29,OKC,61,2209,24.4,.515,.207,.330,5.2,25.1,14.8,50.5,2.7,0.5,16.4,34.5,"",3.7,3.5,7.3,.158,"",4.8,3.1,7.9,5.5
481,Andrew White\whitean01,SF,24,ATL,3,37,11.8,.515,.611,.056,6.1,6.2,6.1,4.7,1.3,0.0,5.1,23.0,"",0.0,0.0,0.0,.021,"",0.0,-5.1,-5.1,0.0
482,Derrick White\whitede01,PG,23,SAS,16,120,13.6,.608,.320,.720,4.6,15.7,10.2,9.4,1.7,1.4,15.4,14.5,"",0.2,0.2,0.3,.136,"",-1.4,0.7,-0.7,0.0
483,Okaro White\whiteok01,PF,25,MIA,6,80,9.0,.577,.688,.188,4.3,11.3,7.8,3.6,0.6,1.1,5.5,10.3,"",0.1,0.1,0.2,.097,"",-1.5,-1.2,-2.7,0.0
484,Isaiah Whitehead\whiteis01,PG,22,BRK,16,180,11.6,.530,.209,.221,2.3,13.0,7.6,19.8,2.2,0.8,20.3,28.4,"",-0.3,0.2,-0.1,-0.028,"",-4.2,-1.0,-5.2,-0.1
485,Hassan Whiteside\whiteha01,C,28,MIA,42,1097,24.2,.579,.004,.313,13.9,37.8,25.8,6.4,1.5,5.6,12.5,24.3,"",1.8,2.5,4.2,.186,"",-2.2,2.3,0.1,0.6
486,Andrew Wiggins\wiggian01,SF,22,MIN,64,2312,13.1,.509,.267,.245,3.0,10.3,6.6,7.4,1.5,1.6,8.7,23.4,"",0.5,1.2,1.7,.035,"",-1.1,-1.6,-2.7,-0.4
487,Jacob Wiley\wileyja01,PF,23,BRK,5,33,8.2,.410,.500,.500,6.3,29.1,17.6,8.0,1.5,0.0,0.0,6.4,"",0.0,0.0,0.1,.097,"",-4.0,1.2,-2.7,0.0
